dep_ct,arr_ct,loc,hour
52,39,Post Office Square,22
52,27,Post Office Square,23
303,283,Powder House Circle - Nathan Tufts Park,
33,26,Powder House Circle - Nathan Tufts Park,0
11,15,Powder House Circle - Nathan Tufts Park,1
9,4,Powder House Circle - Nathan Tufts Park,2
2,5,Powder House Circle - Nathan Tufts Park,3
5,22,Powder House Circle - Nathan Tufts Park,5
24,25,Powder House Circle - Nathan Tufts Park,6
38,85,Powder House Circle - Nathan Tufts Park,7
131,48,Powder House Circle - Nathan Tufts Park,8
117,44,Powder House Circle - Nathan Tufts Park,9
92,83,Powder House Circle - Nathan Tufts Park,10
106,82,Powder House Circle - Nathan Tufts Park,11
151,94,Powder House Circle - Nathan Tufts Park,12
211,105,Powder House Circle - Nathan Tufts Park,13
158,125,Powder House Circle - Nathan Tufts Park,14
175,135,Powder House Circle - Nathan Tufts Park,15
144,169,Powder House Circle - Nathan Tufts Park,16
171,266,Powder House Circle - Nathan Tufts Park,17
196,246,Powder House Circle - Nathan Tufts Park,18
167,243,Powder House Circle - Nathan Tufts Park,19
101,134,Powder House Circle - Nathan Tufts Park,20
70,83,Powder House Circle - Nathan Tufts Park,21
40,51,Powder House Circle - Nathan Tufts Park,22
33,59,Powder House Circle - Nathan Tufts Park,23
867,876,Prudential Center - 101 Huntington Ave,
63,85,Prudential Center - 101 Huntington Ave,0
44,35,Prudential Center - 101 Huntington Ave,1
47,15,Prudential Center - 101 Huntington Ave,2
14,16,Prudential Center - 101 Huntington Ave,3
5,14,Prudential Center - 101 Huntington Ave,4
29,31,Prudential Center - 101 Huntington Ave,5
108,57,Prudential Center - 101 Huntington Ave,6
212,119,Prudential Center - 101 Huntington Ave,7
196,163,Prudential Center - 101 Huntington Ave,8
228,179,Prudential Center - 101 Huntington Ave,9
225,192,Prudential Center - 101 Huntington Ave,10
242,272,Prudential Center - 101 Huntington Ave,11
335,287,Prudential Center - 101 Huntington Ave,12
336,325,Prudential Center - 101 Huntington Ave,13
320,362,Prudential Center - 101 Huntington Ave,14
385,435,Prudential Center - 101 Huntington Ave,15
492,497,Prudential Center - 101 Huntington Ave,16
497,635,Prudential Center - 101 Huntington Ave,17
518,518,Prudential Center - 101 Huntington Ave,18
466,377,Prudential Center - 101 Huntington Ave,19
286,322,Prudential Center - 101 Huntington Ave,20
202,167,Prudential Center - 101 Huntington Ave,21
189,129,Prudential Center - 101 Huntington Ave,22
94,70,Prudential Center - 101 Huntington Ave,23
584,615,Purchase St at Pearl St,
40,21,Purchase St at Pearl St,0
28,4,Purchase St at Pearl St,1
8,,Purchase St at Pearl St,2
1,,Purchase St at Pearl St,3
22,27,Purchase St at Pearl St,5
14,128,Purchase St at Pearl St,6
26,335,Purchase St at Pearl St,7
36,303,Purchase St at Pearl St,8
45,144,Purchase St at Pearl St,9
60,108,Purchase St at Pearl St,10
82,110,Purchase St at Pearl St,11
113,137,Purchase St at Pearl St,12
126,126,Purchase St at Pearl St,13
151,136,Purchase St at Pearl St,14
183,142,Purchase St at Pearl St,15
326,112,Purchase St at Pearl St,16
420,127,Purchase St at Pearl St,17
326,111,Purchase St at Pearl St,18
190,93,Purchase St at Pearl St,19
112,86,Purchase St at Pearl St,20
94,72,Purchase St at Pearl St,21
66,34,Purchase St at Pearl St,22
101,29,Purchase St at Pearl St,23
1,,Railroad Lot and Minuteman Bikeway,2
15,9,Railroad Lot and Minuteman Bikeway,7
6,9,Railroad Lot and Minuteman Bikeway,8
7,10,Railroad Lot and Minuteman Bikeway,9
9,13,Railroad Lot and Minuteman Bikeway,10
10,15,Railroad Lot and Minuteman Bikeway,11
13,23,Railroad Lot and Minuteman Bikeway,12
16,16,Railroad Lot and Minuteman Bikeway,13
21,18,Railroad Lot and Minuteman Bikeway,14
15,31,Railroad Lot and Minuteman Bikeway,15
26,29,Railroad Lot and Minuteman Bikeway,16
28,20,Railroad Lot and Minuteman Bikeway,17
17,11,Railroad Lot and Minuteman Bikeway,18
6,2,Railroad Lot and Minuteman Bikeway,19
5,,Railroad Lot and Minuteman Bikeway,20
1,,Railroad Lot and Minuteman Bikeway,23
204,200,Rindge Avenue - O'Neill Library,
9,24,Rindge Avenue - O'Neill Library,0
2,8,Rindge Avenue - O'Neill Library,1
3,3,Rindge Avenue - O'Neill Library,2
1,,Rindge Avenue - O'Neill Library,3
3,2,Rindge Avenue - O'Neill Library,4
4,5,Rindge Avenue - O'Neill Library,5
31,3,Rindge Avenue - O'Neill Library,6
112,16,Rindge Avenue - O'Neill Library,7
95,37,Rindge Avenue - O'Neill Library,8
63,41,Rindge Avenue - O'Neill Library,9
84,45,Rindge Avenue - O'Neill Library,10
81,40,Rindge Avenue - O'Neill Library,11
85,83,Rindge Avenue - O'Neill Library,12
97,88,Rindge Avenue - O'Neill Library,13
97,90,Rindge Avenue - O'Neill Library,14
65,102,Rindge Avenue - O'Neill Library,15
101,103,Rindge Avenue - O'Neill Library,16
130,164,Rindge Avenue - O'Neill Library,17
114,187,Rindge Avenue - O'Neill Library,18
102,151,Rindge Avenue - O'Neill Library,19
58,106,Rindge Avenue - O'Neill Library,20
40,55,Rindge Avenue - O'Neill Library,21
11,54,Rindge Avenue - O'Neill Library,22
10,42,Rindge Avenue - O'Neill Library,23
924,918,Ring Rd,
24,25,Ring Rd,0
38,39,Ring Rd,1
18,12,Ring Rd,2
13,4,Ring Rd,3
7,1,Ring Rd,4
48,40,Ring Rd,5
164,50,Ring Rd,6
171,89,Ring Rd,7
100,96,Ring Rd,8
154,138,Ring Rd,9
163,115,Ring Rd,10
200,175,Ring Rd,11
234,240,Ring Rd,12
229,236,Ring Rd,13
230,272,Ring Rd,14
281,279,Ring Rd,15
329,363,Ring Rd,16
373,427,Ring Rd,17
462,443,Ring Rd,18
361,404,Ring Rd,19
244,221,Ring Rd,20
112,123,Ring Rd,21
103,70,Ring Rd,22
69,42,Ring Rd,23
296,287,Rogers St & Land Blvd,
8,5,Rogers St & Land Blvd,0
6,2,Rogers St & Land Blvd,1
1,2,Rogers St & Land Blvd,2
1,,Rogers St & Land Blvd,3
3,32,Rogers St & Land Blvd,5
6,39,Rogers St & Land Blvd,6
51,39,Rogers St & Land Blvd,7
41,31,Rogers St & Land Blvd,8
54,92,Rogers St & Land Blvd,9
64,93,Rogers St & Land Blvd,10
79,93,Rogers St & Land Blvd,11
111,112,Rogers St & Land Blvd,12
108,130,Rogers St & Land Blvd,13
130,154,Rogers St & Land Blvd,14
161,159,Rogers St & Land Blvd,15
147,193,Rogers St & Land Blvd,16
168,218,Rogers St & Land Blvd,17
205,190,Rogers St & Land Blvd,18
288,163,Rogers St & Land Blvd,19
119,103,Rogers St & Land Blvd,20
70,46,Rogers St & Land Blvd,21
18,35,Rogers St & Land Blvd,22
23,18,Rogers St & Land Blvd,23
104,113,Roslindale Village - South St,
4,8,Roslindale Village - South St,0
4,2,Roslindale Village - South St,1
2,2,Roslindale Village - South St,2
1,3,Roslindale Village - South St,4
26,2,Roslindale Village - South St,6
31,14,Roslindale Village - South St,7
7,19,Roslindale Village - South St,8
16,17,Roslindale Village - South St,9
17,23,Roslindale Village - South St,10
25,18,Roslindale Village - South St,11
38,34,Roslindale Village - South St,12
31,45,Roslindale Village - South St,13
27,36,Roslindale Village - South St,14
39,59,Roslindale Village - South St,15
33,59,Roslindale Village - South St,16
41,60,Roslindale Village - South St,17
41,55,Roslindale Village - South St,18
33,62,Roslindale Village - South St,19
27,30,Roslindale Village - South St,20
19,12,Roslindale Village - South St,21
6,7,Roslindale Village - South St,22
11,17,Roslindale Village - South St,23
31,28,Roslindale Village - Washington St,
2,5,Roslindale Village - Washington St,0
4,4,Roslindale Village - Washington St,1
6,6,Roslindale Village - Washington St,2
4,4,Roslindale Village - Washington St,3
6,6,Roslindale Village - Washington St,4
7,6,Roslindale Village - Washington St,5
32,1,Roslindale Village - Washington St,6
7,13,Roslindale Village - Washington St,7
8,13,Roslindale Village - Washington St,8
18,15,Roslindale Village - Washington St,9
10,16,Roslindale Village - Washington St,10
20,12,Roslindale Village - Washington St,11
23,19,Roslindale Village - Washington St,12
15,24,Roslindale Village - Washington St,13
27,28,Roslindale Village - Washington St,14
22,28,Roslindale Village - Washington St,15
33,36,Roslindale Village - Washington St,16
27,35,Roslindale Village - Washington St,17
37,38,Roslindale Village - Washington St,18
27,48,Roslindale Village - Washington St,19
18,19,Roslindale Village - Washington St,20
5,9,Roslindale Village - Washington St,21
16,21,Roslindale Village - Washington St,22
4,4,Roslindale Village - Washington St,23
573,565,Rowes Wharf at Atlantic Ave,
49,29,Rowes Wharf at Atlantic Ave,0
31,22,Rowes Wharf at Atlantic Ave,1
13,15,Rowes Wharf at Atlantic Ave,2
6,4,Rowes Wharf at Atlantic Ave,3
4,6,Rowes Wharf at Atlantic Ave,4
17,116,Rowes Wharf at Atlantic Ave,5
47,60,Rowes Wharf at Atlantic Ave,6
87,149,Rowes Wharf at Atlantic Ave,7
63,166,Rowes Wharf at Atlantic Ave,8
86,143,Rowes Wharf at Atlantic Ave,9
153,145,Rowes Wharf at Atlantic Ave,10
156,172,Rowes Wharf at Atlantic Ave,11
182,207,Rowes Wharf at Atlantic Ave,12
199,234,Rowes Wharf at Atlantic Ave,13
191,217,Rowes Wharf at Atlantic Ave,14
323,202,Rowes Wharf at Atlantic Ave,15
383,244,Rowes Wharf at Atlantic Ave,16
425,324,Rowes Wharf at Atlantic Ave,17
247,270,Rowes Wharf at Atlantic Ave,18
236,231,Rowes Wharf at Atlantic Ave,19
186,134,Rowes Wharf at Atlantic Ave,20
165,123,Rowes Wharf at Atlantic Ave,21
162,93,Rowes Wharf at Atlantic Ave,22
107,46,Rowes Wharf at Atlantic Ave,23
740,687,Roxbury Crossing T Stop - Columbus Ave at Tremont St,
119,133,Roxbury Crossing T Stop - Columbus Ave at Tremont St,0
85,118,Roxbury Crossing T Stop - Columbus Ave at Tremont St,1
47,36,Roxbury Crossing T Stop - Columbus Ave at Tremont St,2
36,21,Roxbury Crossing T Stop - Columbus Ave at Tremont St,3
46,24,Roxbury Crossing T Stop - Columbus Ave at Tremont St,4
27,29,Roxbury Crossing T Stop - Columbus Ave at Tremont St,5
278,116,Roxbury Crossing T Stop - Columbus Ave at Tremont St,6
325,116,Roxbury Crossing T Stop - Columbus Ave at Tremont St,7
417,222,Roxbury Crossing T Stop - Columbus Ave at Tremont St,8
344,168,Roxbury Crossing T Stop - Columbus Ave at Tremont St,9
292,199,Roxbury Crossing T Stop - Columbus Ave at Tremont St,10
333,226,Roxbury Crossing T Stop - Columbus Ave at Tremont St,11
365,344,Roxbury Crossing T Stop - Columbus Ave at Tremont St,12
419,381,Roxbury Crossing T Stop - Columbus Ave at Tremont St,13
400,405,Roxbury Crossing T Stop - Columbus Ave at Tremont St,14
373,446,Roxbury Crossing T Stop - Columbus Ave at Tremont St,15
459,647,Roxbury Crossing T Stop - Columbus Ave at Tremont St,16
734,789,Roxbury Crossing T Stop - Columbus Ave at Tremont St,17
699,722,Roxbury Crossing T Stop - Columbus Ave at Tremont St,18
455,676,Roxbury Crossing T Stop - Columbus Ave at Tremont St,19
343,528,Roxbury Crossing T Stop - Columbus Ave at Tremont St,20
249,400,Roxbury Crossing T Stop - Columbus Ave at Tremont St,21
180,289,Roxbury Crossing T Stop - Columbus Ave at Tremont St,22
119,226,Roxbury Crossing T Stop - Columbus Ave at Tremont St,23
110,117,Roxbury YMCA - Warren St at MLK Blvd,
3,4,Roxbury YMCA - Warren St at MLK Blvd,0
9,4,Roxbury YMCA - Warren St at MLK Blvd,1
15,2,Roxbury YMCA - Warren St at MLK Blvd,2
88,3,Roxbury YMCA - Warren St at MLK Blvd,3
4,4,Roxbury YMCA - Warren St at MLK Blvd,4
3,1,Roxbury YMCA - Warren St at MLK Blvd,5
57,3,Roxbury YMCA - Warren St at MLK Blvd,6
9,19,Roxbury YMCA - Warren St at MLK Blvd,7
32,38,Roxbury YMCA - Warren St at MLK Blvd,8
29,66,Roxbury YMCA - Warren St at MLK Blvd,9
39,46,Roxbury YMCA - Warren St at MLK Blvd,10
40,41,Roxbury YMCA - Warren St at MLK Blvd,11
74,43,Roxbury YMCA - Warren St at MLK Blvd,12
40,38,Roxbury YMCA - Warren St at MLK Blvd,13
72,72,Roxbury YMCA - Warren St at MLK Blvd,14
49,72,Roxbury YMCA - Warren St at MLK Blvd,15
64,80,Roxbury YMCA - Warren St at MLK Blvd,16
72,96,Roxbury YMCA - Warren St at MLK Blvd,17
34,65,Roxbury YMCA - Warren St at MLK Blvd,18
49,55,Roxbury YMCA - Warren St at MLK Blvd,19
35,39,Roxbury YMCA - Warren St at MLK Blvd,20
17,40,Roxbury YMCA - Warren St at MLK Blvd,21
9,14,Roxbury YMCA - Warren St at MLK Blvd,22
8,9,Roxbury YMCA - Warren St at MLK Blvd,23
852,899,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,
111,116,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,0
70,59,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,1
18,26,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,2
18,15,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,3
20,7,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,4
67,26,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,5
58,87,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,6
148,286,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,7
247,358,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,8
279,376,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,9
300,333,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,10
333,386,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,11
427,389,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,12
468,467,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,13
486,451,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,14
537,542,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,15
601,549,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,16
726,697,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,17
752,644,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,18
567,545,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,19
475,376,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,20
325,322,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,21
230,216,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,22
185,178,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,23
37,47,Ryan Playground - Dorchester Ave at Harbor View St,
37,58,Ryan Playground - Dorchester Ave at Harbor View St,0
23,39,Ryan Playground - Dorchester Ave at Harbor View St,1
28,35,Ryan Playground - Dorchester Ave at Harbor View St,2
13,4,Ryan Playground - Dorchester Ave at Harbor View St,3
19,9,Ryan Playground - Dorchester Ave at Harbor View St,4
15,10,Ryan Playground - Dorchester Ave at Harbor View St,5
25,9,Ryan Playground - Dorchester Ave at Harbor View St,6
78,15,Ryan Playground - Dorchester Ave at Harbor View St,7
98,27,Ryan Playground - Dorchester Ave at Harbor View St,8
79,37,Ryan Playground - Dorchester Ave at Harbor View St,9
86,63,Ryan Playground - Dorchester Ave at Harbor View St,10
96,63,Ryan Playground - Dorchester Ave at Harbor View St,11
134,121,Ryan Playground - Dorchester Ave at Harbor View St,12
133,107,Ryan Playground - Dorchester Ave at Harbor View St,13
133,125,Ryan Playground - Dorchester Ave at Harbor View St,14
112,171,Ryan Playground - Dorchester Ave at Harbor View St,15
145,183,Ryan Playground - Dorchester Ave at Harbor View St,16
222,237,Ryan Playground - Dorchester Ave at Harbor View St,17
195,226,Ryan Playground - Dorchester Ave at Harbor View St,18
163,199,Ryan Playground - Dorchester Ave at Harbor View St,19
69,136,Ryan Playground - Dorchester Ave at Harbor View St,20
51,84,Ryan Playground - Dorchester Ave at Harbor View St,21
51,82,Ryan Playground - Dorchester Ave at Harbor View St,22
28,64,Ryan Playground - Dorchester Ave at Harbor View St,23
246,231,S Huntington Ave at Heath St,
8,35,S Huntington Ave at Heath St,0
11,32,S Huntington Ave at Heath St,1
2,12,S Huntington Ave at Heath St,2
4,3,S Huntington Ave at Heath St,3
21,5,S Huntington Ave at Heath St,4
86,4,S Huntington Ave at Heath St,5
59,42,S Huntington Ave at Heath St,6
98,64,S Huntington Ave at Heath St,7
121,50,S Huntington Ave at Heath St,8
184,54,S Huntington Ave at Heath St,9
140,55,S Huntington Ave at Heath St,10
113,73,S Huntington Ave at Heath St,11
155,115,S Huntington Ave at Heath St,12
117,118,S Huntington Ave at Heath St,13
106,133,S Huntington Ave at Heath St,14
180,218,S Huntington Ave at Heath St,15
220,198,S Huntington Ave at Heath St,16
259,240,S Huntington Ave at Heath St,17
176,269,S Huntington Ave at Heath St,18
168,218,S Huntington Ave at Heath St,19
107,133,S Huntington Ave at Heath St,20
51,106,S Huntington Ave at Heath St,21
60,68,S Huntington Ave at Heath St,22
27,48,S Huntington Ave at Heath St,23
157,153,Savin Hill T Stop - S Sydney St at Bay St,
6,18,Savin Hill T Stop - S Sydney St at Bay St,0
7,9,Savin Hill T Stop - S Sydney St at Bay St,1
10,15,Savin Hill T Stop - S Sydney St at Bay St,2
3,3,Savin Hill T Stop - S Sydney St at Bay St,3
1,1,Savin Hill T Stop - S Sydney St at Bay St,4
6,3,Savin Hill T Stop - S Sydney St at Bay St,5
10,2,Savin Hill T Stop - S Sydney St at Bay St,6
33,20,Savin Hill T Stop - S Sydney St at Bay St,7
34,20,Savin Hill T Stop - S Sydney St at Bay St,8
43,40,Savin Hill T Stop - S Sydney St at Bay St,9
47,42,Savin Hill T Stop - S Sydney St at Bay St,10
51,35,Savin Hill T Stop - S Sydney St at Bay St,11
63,61,Savin Hill T Stop - S Sydney St at Bay St,12
87,83,Savin Hill T Stop - S Sydney St at Bay St,13
87,69,Savin Hill T Stop - S Sydney St at Bay St,14
87,95,Savin Hill T Stop - S Sydney St at Bay St,15
95,97,Savin Hill T Stop - S Sydney St at Bay St,16
96,122,Savin Hill T Stop - S Sydney St at Bay St,17
105,116,Savin Hill T Stop - S Sydney St at Bay St,18
93,121,Savin Hill T Stop - S Sydney St at Bay St,19
38,36,Savin Hill T Stop - S Sydney St at Bay St,20
23,38,Savin Hill T Stop - S Sydney St at Bay St,21
18,36,Savin Hill T Stop - S Sydney St at Bay St,22
7,33,Savin Hill T Stop - S Sydney St at Bay St,23
950,904,Seaport Blvd at Sleeper St,
95,63,Seaport Blvd at Sleeper St,0
37,33,Seaport Blvd at Sleeper St,1
23,22,Seaport Blvd at Sleeper St,2
9,8,Seaport Blvd at Sleeper St,3
2,5,Seaport Blvd at Sleeper St,4
11,31,Seaport Blvd at Sleeper St,5
30,219,Seaport Blvd at Sleeper St,6
109,238,Seaport Blvd at Sleeper St,7
197,296,Seaport Blvd at Sleeper St,8
199,213,Seaport Blvd at Sleeper St,9
213,337,Seaport Blvd at Sleeper St,10
310,497,Seaport Blvd at Sleeper St,11
465,552,Seaport Blvd at Sleeper St,12
505,609,Seaport Blvd at Sleeper St,13
598,603,Seaport Blvd at Sleeper St,14
660,694,Seaport Blvd at Sleeper St,15
771,825,Seaport Blvd at Sleeper St,16
851,956,Seaport Blvd at Sleeper St,17
957,972,Seaport Blvd at Sleeper St,18
840,659,Seaport Blvd at Sleeper St,19
751,435,Seaport Blvd at Sleeper St,20
540,234,Seaport Blvd at Sleeper St,21
394,181,Seaport Blvd at Sleeper St,22
186,118,Seaport Blvd at Sleeper St,23
376,356,Seaport Hotel - Congress St at Seaport Ln,
43,24,Seaport Hotel - Congress St at Seaport Ln,0
34,12,Seaport Hotel - Congress St at Seaport Ln,1
10,4,Seaport Hotel - Congress St at Seaport Ln,2
7,1,Seaport Hotel - Congress St at Seaport Ln,3
2,1,Seaport Hotel - Congress St at Seaport Ln,4
7,14,Seaport Hotel - Congress St at Seaport Ln,5
38,134,Seaport Hotel - Congress St at Seaport Ln,6
65,81,Seaport Hotel - Congress St at Seaport Ln,7
96,60,Seaport Hotel - Congress St at Seaport Ln,8
87,71,Seaport Hotel - Congress St at Seaport Ln,9
98,73,Seaport Hotel - Congress St at Seaport Ln,10
105,84,Seaport Hotel - Congress St at Seaport Ln,11
123,120,Seaport Hotel - Congress St at Seaport Ln,12
141,129,Seaport Hotel - Congress St at Seaport Ln,13
123,162,Seaport Hotel - Congress St at Seaport Ln,14
132,139,Seaport Hotel - Congress St at Seaport Ln,15
193,157,Seaport Hotel - Congress St at Seaport Ln,16
190,199,Seaport Hotel - Congress St at Seaport Ln,17
167,207,Seaport Hotel - Congress St at Seaport Ln,18
94,148,Seaport Hotel - Congress St at Seaport Ln,19
85,102,Seaport Hotel - Congress St at Seaport Ln,20
95,37,Seaport Hotel - Congress St at Seaport Ln,21
110,44,Seaport Hotel - Congress St at Seaport Ln,22
64,23,Seaport Hotel - Congress St at Seaport Ln,23
787,941,Seaport Square - Seaport Blvd at Northern Ave,
88,79,Seaport Square - Seaport Blvd at Northern Ave,0
59,42,Seaport Square - Seaport Blvd at Northern Ave,1
13,15,Seaport Square - Seaport Blvd at Northern Ave,2
6,5,Seaport Square - Seaport Blvd at Northern Ave,3
9,12,Seaport Square - Seaport Blvd at Northern Ave,4
16,30,Seaport Square - Seaport Blvd at Northern Ave,5
41,66,Seaport Square - Seaport Blvd at Northern Ave,6
52,146,Seaport Square - Seaport Blvd at Northern Ave,7
160,225,Seaport Square - Seaport Blvd at Northern Ave,8
99,143,Seaport Square - Seaport Blvd at Northern Ave,9
166,172,Seaport Square - Seaport Blvd at Northern Ave,10
185,256,Seaport Square - Seaport Blvd at Northern Ave,11
293,398,Seaport Square - Seaport Blvd at Northern Ave,12
332,434,Seaport Square - Seaport Blvd at Northern Ave,13
299,467,Seaport Square - Seaport Blvd at Northern Ave,14
415,476,Seaport Square - Seaport Blvd at Northern Ave,15
487,506,Seaport Square - Seaport Blvd at Northern Ave,16
531,679,Seaport Square - Seaport Blvd at Northern Ave,17
549,655,Seaport Square - Seaport Blvd at Northern Ave,18
496,478,Seaport Square - Seaport Blvd at Northern Ave,19
421,282,Seaport Square - Seaport Blvd at Northern Ave,20
420,215,Seaport Square - Seaport Blvd at Northern Ave,21
389,121,Seaport Square - Seaport Blvd at Northern Ave,22
246,93,Seaport Square - Seaport Blvd at Northern Ave,23
672,626,Sennott Park  Broadway at Norfolk Street,
256,231,Sennott Park Broadway at Norfolk Street,
61,86,Sennott Park Broadway at Norfolk Street,0
36,45,Sennott Park Broadway at Norfolk Street,1
10,28,Sennott Park Broadway at Norfolk Street,2
3,6,Sennott Park Broadway at Norfolk Street,3
3,,Sennott Park Broadway at Norfolk Street,4
7,6,Sennott Park Broadway at Norfolk Street,5
57,34,Sennott Park Broadway at Norfolk Street,6
138,123,Sennott Park Broadway at Norfolk Street,7
259,207,Sennott Park Broadway at Norfolk Street,8
306,161,Sennott Park Broadway at Norfolk Street,9
246,177,Sennott Park Broadway at Norfolk Street,10
298,235,Sennott Park Broadway at Norfolk Street,11
356,251,Sennott Park Broadway at Norfolk Street,12
369,352,Sennott Park Broadway at Norfolk Street,13
406,348,Sennott Park Broadway at Norfolk Street,14
408,354,Sennott Park Broadway at Norfolk Street,15
452,411,Sennott Park Broadway at Norfolk Street,16
498,553,Sennott Park Broadway at Norfolk Street,17
577,613,Sennott Park Broadway at Norfolk Street,18
481,585,Sennott Park Broadway at Norfolk Street,19
358,418,Sennott Park Broadway at Norfolk Street,20
188,306,Sennott Park Broadway at Norfolk Street,21
130,212,Sennott Park Broadway at Norfolk Street,22
113,144,Sennott Park Broadway at Norfolk Street,23
192,191,Shawmut Ave at Oak St W,
29,26,Shawmut Ave at Oak St W,0
14,15,Shawmut Ave at Oak St W,1
16,7,Shawmut Ave at Oak St W,2
7,6,Shawmut Ave at Oak St W,3
2,14,Shawmut Ave at Oak St W,4
15,26,Shawmut Ave at Oak St W,5
24,152,Shawmut Ave at Oak St W,6
74,166,Shawmut Ave at Oak St W,7
89,129,Shawmut Ave at Oak St W,8
87,112,Shawmut Ave at Oak St W,9
83,89,Shawmut Ave at Oak St W,10
114,107,Shawmut Ave at Oak St W,11
132,117,Shawmut Ave at Oak St W,12
108,100,Shawmut Ave at Oak St W,13
109,119,Shawmut Ave at Oak St W,14
114,144,Shawmut Ave at Oak St W,15
172,162,Shawmut Ave at Oak St W,16
266,153,Shawmut Ave at Oak St W,17
183,138,Shawmut Ave at Oak St W,18
149,88,Shawmut Ave at Oak St W,19
71,75,Shawmut Ave at Oak St W,20
47,50,Shawmut Ave at Oak St W,21
52,43,Shawmut Ave at Oak St W,22
52,17,Shawmut Ave at Oak St W,23
95,93,Shawmut T Stop,
7,10,Shawmut T Stop,0
5,14,Shawmut T Stop,1
1,4,Shawmut T Stop,2
2,3,Shawmut T Stop,3
3,1,Shawmut T Stop,4
2,1,Shawmut T Stop,5
6,8,Shawmut T Stop,6
14,9,Shawmut T Stop,7
22,37,Shawmut T Stop,8
19,9,Shawmut T Stop,9
36,14,Shawmut T Stop,10
39,20,Shawmut T Stop,11
35,24,Shawmut T Stop,12
38,41,Shawmut T Stop,13
40,34,Shawmut T Stop,14
35,41,Shawmut T Stop,15
28,48,Shawmut T Stop,16
58,63,Shawmut T Stop,17
52,46,Shawmut T Stop,18
34,42,Shawmut T Stop,19
16,28,Shawmut T Stop,20
14,20,Shawmut T Stop,21
21,18,Shawmut T Stop,22
10,5,Shawmut T Stop,23
589,581,Sidney Research Campus/ Erie Street at Waverly,
173,168,Sidney Research Campus/Erie Street at Waverly,
10,62,Sidney Research Campus/Erie Street at Waverly,0
9,18,Sidney Research Campus/Erie Street at Waverly,1
8,14,Sidney Research Campus/Erie Street at Waverly,2
2,12,Sidney Research Campus/Erie Street at Waverly,3
5,7,Sidney Research Campus/Erie Street at Waverly,4
11,43,Sidney Research Campus/Erie Street at Waverly,5
34,26,Sidney Research Campus/Erie Street at Waverly,6
94,108,Sidney Research Campus/Erie Street at Waverly,7
159,301,Sidney Research Campus/Erie Street at Waverly,8
173,170,Sidney Research Campus/Erie Street at Waverly,9
184,148,Sidney Research Campus/Erie Street at Waverly,10
273,198,Sidney Research Campus/Erie Street at Waverly,11
297,256,Sidney Research Campus/Erie Street at Waverly,12
296,272,Sidney Research Campus/Erie Street at Waverly,13
278,235,Sidney Research Campus/Erie Street at Waverly,14
288,247,Sidney Research Campus/Erie Street at Waverly,15
298,252,Sidney Research Campus/Erie Street at Waverly,16
386,277,Sidney Research Campus/Erie Street at Waverly,17
344,280,Sidney Research Campus/Erie Street at Waverly,18
242,272,Sidney Research Campus/Erie Street at Waverly,19
163,182,Sidney Research Campus/Erie Street at Waverly,20
87,118,Sidney Research Campus/Erie Street at Waverly,21
65,111,Sidney Research Campus/Erie Street at Waverly,22
46,65,Sidney Research Campus/Erie Street at Waverly,23
154,189,Silber Way,
114,77,Silber Way,0
59,43,Silber Way,1
29,34,Silber Way,2
16,36,Silber Way,3
11,48,Silber Way,4
24,25,Silber Way,5
33,45,Silber Way,6
51,142,Silber Way,7
126,294,Silber Way,8
156,336,Silber Way,9
227,289,Silber Way,10
233,275,Silber Way,11
316,313,Silber Way,12
313,284,Silber Way,13
378,358,Silber Way,14
464,373,Silber Way,15
401,411,Silber Way,16
537,522,Silber Way,17
606,594,Silber Way,18
552,474,Silber Way,19
399,296,Silber Way,20
272,199,Silber Way,21
183,131,Silber Way,22
142,92,Silber Way,23
1,4,Smith Pl at Wilson Rd,6
2,10,Smith Pl at Wilson Rd,7
2,3,Smith Pl at Wilson Rd,9
3,7,Smith Pl at Wilson Rd,10
2,3,Smith Pl at Wilson Rd,11
3,7,Smith Pl at Wilson Rd,12
