dep_ct,arr_ct,loc,hour
457,420,Clarendon St at Newbury St,16
467,428,Clarendon St at Newbury St,17
549,379,Clarendon St at Newbury St,18
287,268,Clarendon St at Newbury St,19
184,172,Clarendon St at Newbury St,20
125,92,Clarendon St at Newbury St,21
97,68,Clarendon St at Newbury St,22
62,65,Clarendon St at Newbury St,23
369,360,Cleveland Circle,
31,13,Cleveland Circle,0
18,9,Cleveland Circle,1
2,9,Cleveland Circle,2
3,4,Cleveland Circle,3
2,2,Cleveland Circle,4
14,7,Cleveland Circle,5
46,50,Cleveland Circle,6
83,72,Cleveland Circle,7
105,65,Cleveland Circle,8
147,97,Cleveland Circle,9
156,141,Cleveland Circle,10
163,140,Cleveland Circle,11
184,175,Cleveland Circle,12
232,197,Cleveland Circle,13
238,218,Cleveland Circle,14
225,221,Cleveland Circle,15
214,222,Cleveland Circle,16
239,321,Cleveland Circle,17
339,319,Cleveland Circle,18
243,304,Cleveland Circle,19
144,132,Cleveland Circle,20
66,51,Cleveland Circle,21
34,41,Cleveland Circle,22
13,22,Cleveland Circle,23
30,34,Codman Square Library,
2,8,Codman Square Library,0
2,1,Codman Square Library,2
2,,Codman Square Library,3
1,,Codman Square Library,4
7,30,Codman Square Library,5
3,11,Codman Square Library,6
4,34,Codman Square Library,7
29,13,Codman Square Library,8
18,15,Codman Square Library,9
17,6,Codman Square Library,10
18,10,Codman Square Library,11
10,18,Codman Square Library,12
16,6,Codman Square Library,13
11,10,Codman Square Library,14
22,18,Codman Square Library,15
30,18,Codman Square Library,16
35,20,Codman Square Library,17
30,28,Codman Square Library,18
11,24,Codman Square Library,19
16,16,Codman Square Library,20
5,9,Codman Square Library,21
5,13,Codman Square Library,22
1,6,Codman Square Library,23
600,552,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,
59,42,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,0
29,27,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,1
6,6,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,2
7,7,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,3
4,6,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,4
11,30,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,5
28,144,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,6
84,253,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,7
148,253,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,8
127,230,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,9
128,232,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,10
174,209,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,11
205,252,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,12
306,284,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,13
265,250,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,14
261,257,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,15
349,292,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,16
487,391,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,17
598,392,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,18
532,380,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,19
339,277,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,20
199,121,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,21
104,95,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,22
78,82,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,23
17,17,Columbia Rd at Ceylon St,
6,1,Columbia Rd at Ceylon St,3
13,4,Columbia Rd at Ceylon St,4
10,1,Columbia Rd at Ceylon St,6
8,7,Columbia Rd at Ceylon St,7
5,8,Columbia Rd at Ceylon St,8
8,17,Columbia Rd at Ceylon St,9
8,2,Columbia Rd at Ceylon St,10
7,8,Columbia Rd at Ceylon St,11
15,15,Columbia Rd at Ceylon St,12
18,18,Columbia Rd at Ceylon St,13
20,13,Columbia Rd at Ceylon St,14
26,16,Columbia Rd at Ceylon St,15
25,27,Columbia Rd at Ceylon St,16
19,24,Columbia Rd at Ceylon St,17
28,21,Columbia Rd at Ceylon St,18
18,16,Columbia Rd at Ceylon St,19
19,21,Columbia Rd at Ceylon St,20
7,19,Columbia Rd at Ceylon St,21
2,18,Columbia Rd at Ceylon St,22
2,7,Columbia Rd at Ceylon St,23
423,417,Columbia Rd at Tierney Community Center,
20,38,Columbia Rd at Tierney Community Center,0
36,14,Columbia Rd at Tierney Community Center,1
16,11,Columbia Rd at Tierney Community Center,2
6,8,Columbia Rd at Tierney Community Center,3
18,16,Columbia Rd at Tierney Community Center,4
7,11,Columbia Rd at Tierney Community Center,5
43,20,Columbia Rd at Tierney Community Center,6
54,56,Columbia Rd at Tierney Community Center,7
66,80,Columbia Rd at Tierney Community Center,8
80,121,Columbia Rd at Tierney Community Center,9
100,175,Columbia Rd at Tierney Community Center,10
132,222,Columbia Rd at Tierney Community Center,11
220,268,Columbia Rd at Tierney Community Center,12
227,299,Columbia Rd at Tierney Community Center,13
287,288,Columbia Rd at Tierney Community Center,14
289,281,Columbia Rd at Tierney Community Center,15
343,399,Columbia Rd at Tierney Community Center,16
424,481,Columbia Rd at Tierney Community Center,17
462,428,Columbia Rd at Tierney Community Center,18
333,286,Columbia Rd at Tierney Community Center,19
275,170,Columbia Rd at Tierney Community Center,20
83,166,Columbia Rd at Tierney Community Center,21
39,98,Columbia Rd at Tierney Community Center,22
27,83,Columbia Rd at Tierney Community Center,23
202,204,Columbus Ave at W. Canton St,
47,51,Columbus Ave at W. Canton St,0
37,26,Columbus Ave at W. Canton St,1
9,10,Columbus Ave at W. Canton St,2
9,8,Columbus Ave at W. Canton St,3
12,2,Columbus Ave at W. Canton St,4
54,10,Columbus Ave at W. Canton St,5
194,72,Columbus Ave at W. Canton St,6
373,147,Columbus Ave at W. Canton St,7
323,158,Columbus Ave at W. Canton St,8
338,150,Columbus Ave at W. Canton St,9
227,165,Columbus Ave at W. Canton St,10
254,238,Columbus Ave at W. Canton St,11
309,254,Columbus Ave at W. Canton St,12
261,296,Columbus Ave at W. Canton St,13
352,293,Columbus Ave at W. Canton St,14
338,344,Columbus Ave at W. Canton St,15
411,495,Columbus Ave at W. Canton St,16
421,612,Columbus Ave at W. Canton St,17
475,635,Columbus Ave at W. Canton St,18
310,468,Columbus Ave at W. Canton St,19
225,269,Columbus Ave at W. Canton St,20
212,237,Columbus Ave at W. Canton St,21
128,224,Columbus Ave at W. Canton St,22
87,127,Columbus Ave at W. Canton St,23
694,632,Commonwealth Ave At Babcock St,
74,137,Commonwealth Ave At Babcock St,0
53,72,Commonwealth Ave At Babcock St,1
27,22,Commonwealth Ave At Babcock St,2
12,7,Commonwealth Ave At Babcock St,3
31,8,Commonwealth Ave At Babcock St,4
27,11,Commonwealth Ave At Babcock St,5
71,37,Commonwealth Ave At Babcock St,6
272,133,Commonwealth Ave At Babcock St,7
289,171,Commonwealth Ave At Babcock St,8
273,116,Commonwealth Ave At Babcock St,9
272,165,Commonwealth Ave At Babcock St,10
306,168,Commonwealth Ave At Babcock St,11
312,232,Commonwealth Ave At Babcock St,12
330,219,Commonwealth Ave At Babcock St,13
249,284,Commonwealth Ave At Babcock St,14
317,342,Commonwealth Ave At Babcock St,15
328,391,Commonwealth Ave At Babcock St,16
457,499,Commonwealth Ave At Babcock St,17
487,494,Commonwealth Ave At Babcock St,18
394,423,Commonwealth Ave At Babcock St,19
258,384,Commonwealth Ave At Babcock St,20
162,244,Commonwealth Ave At Babcock St,21
114,137,Commonwealth Ave At Babcock St,22
99,103,Commonwealth Ave At Babcock St,23
1038,1047,Commonwealth Ave at Agganis Way,
88,126,Commonwealth Ave at Agganis Way,0
54,59,Commonwealth Ave at Agganis Way,1
53,44,Commonwealth Ave at Agganis Way,2
11,15,Commonwealth Ave at Agganis Way,3
17,9,Commonwealth Ave at Agganis Way,4
28,26,Commonwealth Ave at Agganis Way,5
60,50,Commonwealth Ave at Agganis Way,6
128,130,Commonwealth Ave at Agganis Way,7
271,220,Commonwealth Ave at Agganis Way,8
249,250,Commonwealth Ave at Agganis Way,9
279,282,Commonwealth Ave at Agganis Way,10
364,316,Commonwealth Ave at Agganis Way,11
485,432,Commonwealth Ave at Agganis Way,12
429,438,Commonwealth Ave at Agganis Way,13
467,502,Commonwealth Ave at Agganis Way,14
572,488,Commonwealth Ave at Agganis Way,15
530,635,Commonwealth Ave at Agganis Way,16
601,720,Commonwealth Ave at Agganis Way,17
577,669,Commonwealth Ave at Agganis Way,18
568,593,Commonwealth Ave at Agganis Way,19
419,363,Commonwealth Ave at Agganis Way,20
273,237,Commonwealth Ave at Agganis Way,21
176,252,Commonwealth Ave at Agganis Way,22
112,139,Commonwealth Ave at Agganis Way,23
302,190,Commonwealth Ave at Chiswick Rd,
21,20,Commonwealth Ave at Chiswick Rd,0
11,10,Commonwealth Ave at Chiswick Rd,1
3,1,Commonwealth Ave at Chiswick Rd,3
10,2,Commonwealth Ave at Chiswick Rd,4
36,5,Commonwealth Ave at Chiswick Rd,5
31,21,Commonwealth Ave at Chiswick Rd,6
53,20,Commonwealth Ave at Chiswick Rd,7
83,22,Commonwealth Ave at Chiswick Rd,8
81,34,Commonwealth Ave at Chiswick Rd,9
123,43,Commonwealth Ave at Chiswick Rd,10
107,44,Commonwealth Ave at Chiswick Rd,11
125,73,Commonwealth Ave at Chiswick Rd,12
110,65,Commonwealth Ave at Chiswick Rd,13
85,81,Commonwealth Ave at Chiswick Rd,14
108,93,Commonwealth Ave at Chiswick Rd,15
89,83,Commonwealth Ave at Chiswick Rd,16
118,118,Commonwealth Ave at Chiswick Rd,17
139,162,Commonwealth Ave at Chiswick Rd,18
86,121,Commonwealth Ave at Chiswick Rd,19
53,72,Commonwealth Ave at Chiswick Rd,20
49,30,Commonwealth Ave at Chiswick Rd,21
30,31,Commonwealth Ave at Chiswick Rd,22
23,27,Commonwealth Ave at Chiswick Rd,23
820,719,Commonwealth Ave at Griggs St,
73,59,Commonwealth Ave at Griggs St,0
47,45,Commonwealth Ave at Griggs St,1
28,31,Commonwealth Ave at Griggs St,2
33,8,Commonwealth Ave at Griggs St,3
50,21,Commonwealth Ave at Griggs St,4
73,17,Commonwealth Ave at Griggs St,5
239,26,Commonwealth Ave at Griggs St,6
259,95,Commonwealth Ave at Griggs St,7
524,148,Commonwealth Ave at Griggs St,8
355,194,Commonwealth Ave at Griggs St,9
316,197,Commonwealth Ave at Griggs St,10
329,235,Commonwealth Ave at Griggs St,11
369,295,Commonwealth Ave at Griggs St,12
365,298,Commonwealth Ave at Griggs St,13
380,362,Commonwealth Ave at Griggs St,14
371,471,Commonwealth Ave at Griggs St,15
428,501,Commonwealth Ave at Griggs St,16
589,686,Commonwealth Ave at Griggs St,17
572,787,Commonwealth Ave at Griggs St,18
436,587,Commonwealth Ave at Griggs St,19
271,427,Commonwealth Ave at Griggs St,20
114,246,Commonwealth Ave at Griggs St,21
81,173,Commonwealth Ave at Griggs St,22
65,113,Commonwealth Ave at Griggs St,23
665,526,Commonwealth Ave at Kelton St,
36,49,Commonwealth Ave at Kelton St,0
33,47,Commonwealth Ave at Kelton St,1
65,13,Commonwealth Ave at Kelton St,2
35,6,Commonwealth Ave at Kelton St,3
18,3,Commonwealth Ave at Kelton St,4
85,11,Commonwealth Ave at Kelton St,5
119,14,Commonwealth Ave at Kelton St,6
269,45,Commonwealth Ave at Kelton St,7
293,47,Commonwealth Ave at Kelton St,8
188,61,Commonwealth Ave at Kelton St,9
180,125,Commonwealth Ave at Kelton St,10
175,173,Commonwealth Ave at Kelton St,11
200,175,Commonwealth Ave at Kelton St,12
212,175,Commonwealth Ave at Kelton St,13
221,217,Commonwealth Ave at Kelton St,14
210,212,Commonwealth Ave at Kelton St,15
225,299,Commonwealth Ave at Kelton St,16
314,424,Commonwealth Ave at Kelton St,17
293,416,Commonwealth Ave at Kelton St,18
204,280,Commonwealth Ave at Kelton St,19
136,221,Commonwealth Ave at Kelton St,20
79,170,Commonwealth Ave at Kelton St,21
41,129,Commonwealth Ave at Kelton St,22
52,120,Commonwealth Ave at Kelton St,23
590,515,Community Path at Cedar Street,
23,37,Community Path at Cedar Street,0
6,8,Community Path at Cedar Street,1
2,6,Community Path at Cedar Street,2
5,6,Community Path at Cedar Street,3
2,1,Community Path at Cedar Street,4
49,9,Community Path at Cedar Street,5
50,18,Community Path at Cedar Street,6
112,39,Community Path at Cedar Street,7
209,98,Community Path at Cedar Street,8
143,84,Community Path at Cedar Street,9
148,80,Community Path at Cedar Street,10
176,113,Community Path at Cedar Street,11
166,129,Community Path at Cedar Street,12
154,154,Community Path at Cedar Street,13
168,152,Community Path at Cedar Street,14
144,161,Community Path at Cedar Street,15
155,167,Community Path at Cedar Street,16
215,315,Community Path at Cedar Street,17
230,311,Community Path at Cedar Street,18
184,260,Community Path at Cedar Street,19
90,178,Community Path at Cedar Street,20
69,82,Community Path at Cedar Street,21
30,47,Community Path at Cedar Street,22
22,57,Community Path at Cedar Street,23
328,361,Congress St at Boston City Hall,
63,25,Congress St at Boston City Hall,0
31,15,Congress St at Boston City Hall,1
20,5,Congress St at Boston City Hall,2
4,14,Congress St at Boston City Hall,3
5,11,Congress St at Boston City Hall,4
10,15,Congress St at Boston City Hall,5
17,42,Congress St at Boston City Hall,6
33,100,Congress St at Boston City Hall,7
63,125,Congress St at Boston City Hall,8
90,163,Congress St at Boston City Hall,9
117,172,Congress St at Boston City Hall,10
188,223,Congress St at Boston City Hall,11
213,258,Congress St at Boston City Hall,12
323,288,Congress St at Boston City Hall,13
345,290,Congress St at Boston City Hall,14
331,378,Congress St at Boston City Hall,15
338,309,Congress St at Boston City Hall,16
398,281,Congress St at Boston City Hall,17
326,304,Congress St at Boston City Hall,18
256,260,Congress St at Boston City Hall,19
166,202,Congress St at Boston City Hall,20
137,108,Congress St at Boston City Hall,21
153,81,Congress St at Boston City Hall,22
113,71,Congress St at Boston City Hall,23
68,82,Congress St at Northern Ave,
81,64,Congress St at Northern Ave,0
37,34,Congress St at Northern Ave,1
20,30,Congress St at Northern Ave,2
4,9,Congress St at Northern Ave,3
6,12,Congress St at Northern Ave,4
70,31,Congress St at Northern Ave,5
75,98,Congress St at Northern Ave,6
202,49,Congress St at Northern Ave,7
140,107,Congress St at Northern Ave,8
133,129,Congress St at Northern Ave,9
124,183,Congress St at Northern Ave,10
182,247,Congress St at Northern Ave,11
185,283,Congress St at Northern Ave,12
215,309,Congress St at Northern Ave,13
288,381,Congress St at Northern Ave,14
373,333,Congress St at Northern Ave,15
371,392,Congress St at Northern Ave,16
433,508,Congress St at Northern Ave,17
455,454,Congress St at Northern Ave,18
377,339,Congress St at Northern Ave,19
240,196,Congress St at Northern Ave,20
213,128,Congress St at Northern Ave,21
189,127,Congress St at Northern Ave,22
116,85,Congress St at Northern Ave,23
56,81,Congress St at Sleeper St,
113,44,Congress St at Sleeper St,0
41,22,Congress St at Sleeper St,1
14,8,Congress St at Sleeper St,2
2,,Congress St at Sleeper St,3
3,1,Congress St at Sleeper St,4
3,3,Congress St at Sleeper St,5
21,43,Congress St at Sleeper St,6
56,266,Congress St at Sleeper St,7
110,221,Congress St at Sleeper St,8
119,188,Congress St at Sleeper St,9
134,137,Congress St at Sleeper St,10
140,198,Congress St at Sleeper St,11
181,271,Congress St at Sleeper St,12
213,255,Congress St at Sleeper St,13
217,289,Congress St at Sleeper St,14
283,306,Congress St at Sleeper St,15
357,337,Congress St at Sleeper St,16
396,403,Congress St at Sleeper St,17
361,451,Congress St at Sleeper St,18
317,329,Congress St at Sleeper St,19
238,172,Congress St at Sleeper St,20
254,88,Congress St at Sleeper St,21
263,92,Congress St at Sleeper St,22
245,61,Congress St at Sleeper St,23
539,476,Conway Park - Somerville Avenue,
27,38,Conway Park - Somerville Avenue,0
7,9,Conway Park - Somerville Avenue,1
4,5,Conway Park - Somerville Avenue,3
1,1,Conway Park - Somerville Avenue,4
32,3,Conway Park - Somerville Avenue,5
60,26,Conway Park - Somerville Avenue,6
152,100,Conway Park - Somerville Avenue,7
184,114,Conway Park - Somerville Avenue,8
191,101,Conway Park - Somerville Avenue,9
156,98,Conway Park - Somerville Avenue,10
158,144,Conway Park - Somerville Avenue,11
160,161,Conway Park - Somerville Avenue,12
148,182,Conway Park - Somerville Avenue,13
182,182,Conway Park - Somerville Avenue,14
164,213,Conway Park - Somerville Avenue,15
184,256,Conway Park - Somerville Avenue,16
291,376,Conway Park - Somerville Avenue,17
296,339,Conway Park - Somerville Avenue,18
207,312,Conway Park - Somerville Avenue,19
141,195,Conway Park - Somerville Avenue,20
89,133,Conway Park - Somerville Avenue,21
76,68,Conway Park - Somerville Avenue,22
52,47,Conway Park - Somerville Avenue,23
1300,1300,Coolidge Corner - Beacon St at Centre St,
61,49,Coolidge Corner - Beacon St at Centre St,0
24,31,Coolidge Corner - Beacon St at Centre St,1
8,21,Coolidge Corner - Beacon St at Centre St,2
33,9,Coolidge Corner - Beacon St at Centre St,3
99,7,Coolidge Corner - Beacon St at Centre St,4
125,50,Coolidge Corner - Beacon St at Centre St,5
247,60,Coolidge Corner - Beacon St at Centre St,6
295,116,Coolidge Corner - Beacon St at Centre St,7
351,195,Coolidge Corner - Beacon St at Centre St,8
